#{"t_start": 1789049545.821065, "env_id": "None"}
r,l,t
32.8,65,203.318002
-57.5,46,203.400899
301.4,64,203.503377
-9.2,42,203.576543
276.1,49,203.654629
-31.4,43,203.732177
45.4,57,203.824988
271.2,93,203.971788
296.7,56,204.059314
287.2,57,204.160718
292.2,46,204.234332
284.8,64,204.334896
56.8,75,204.451456
36.4,72,206.593954
253.3,45,206.665708
18.6,54,206.751316
68.4,63,206.863964
271.4,69,206.972248
72.3,91,207.126144
293.9,66,207.230089
42.0,61,207.325877
60.4,56,207.415043
314.6,65,207.518646
25.9,52,207.601345
330.7,64,207.703276
49.8,57,207.799696
13.6,30,207.873507
29.0,52,207.96254
56.8,63,208.065517
29.1,60,208.176584
-20.4,72,208.289382
275.1,73,208.415821
297.2,48,208.49724
36.2,41,208.56352
21.5,41,208.629677
-48.2,11,208.648655
266.1,61,208.743409
30.0,46,208.816267
32.7,89,208.962881
22.2,62,209.059396
0.4,61,209.158993
24.0,44,209.229622
-5.3,56,209.318262
-114.7,41,209.382527
65.7,81,209.518856
42.5,49,209.611034
296.0,75,209.745927
38.9,40,209.813352
309.6,81,209.969114
285.7,61,212.354687
-17.0,58,212.454279
61.2,60,212.569154
53.3,66,212.698412
7.6,84,212.842173
58.3,69,212.982615
272.2,47,213.063732
322.2,68,213.207066
316.2,58,213.299092
45.2,80,213.444261
3.3,47,213.529862
55.4,55,213.63764
352.3,68,213.745076
277.2,42,213.82269
-54.5,40,213.892827
-29.1,54,213.978619
325.7,84,214.134468
34.3,86,214.293258
317.2,61,214.394596
318.2,55,214.495122
327.2,59,214.59036
85.4,64,214.710773
262.3,63,214.811129
-93.2,41,214.891797
62.5,67,214.999201
-87.2,38,215.074938
60.9,58,215.181159
-1.7,64,215.309732
303.3,51,215.400823
41.7,68,215.508759
13.8,38,215.569585
-23.8,43,215.637071
2.3,58,215.7282
307.2,61,215.824261
55.4,46,215.897955
32.2,73,218.253208
-11.4,28,218.299022
56.2,72,218.411387
281.5,63,218.510266
-8.6,63,218.642029
-96.9,79,218.783213
297.2,56,218.888175
-34.5,68,219.008121
-74.6,51,219.110614
-5.6,48,219.195982
47.7,71,219.334285
-65.4,52,219.426985
-84.4,55,219.536461
65.2,65,219.642693
63.9,70,219.770939
312.2,72,219.900158
-5.7,61,220.003415
-21.4,43,220.084636
-0.6,52,220.185966
288.9,69,220.312773
292.2,56,220.425235
-62.8,81,220.566359
71.4,70,220.677412
-11.9,59,220.784804
307.6,70,220.89745
8.2,45,220.969028
283.9,73,221.08426
276.7,61,221.182174
-76.8,38,221.244114
287.5,52,221.333086
262.3,61,221.42838
316.0,64,221.528601
43.2,84,221.665349
-69.8,55,224.333084
330.6,68,224.486149
-0.8,64,224.63865
-45.8,52,224.744981
59.2,76,224.909439
337.2,51,225.000922
-17.5,55,225.115958
302.2,61,225.259768
-52.5,47,225.356501
-24.9,44,225.455728
-64.6,49,225.53835
39.7,57,225.634228
26.5,82,225.788949
317.2,59,225.881095
252.3,77,226.001379
305.2,65,226.191065
-10.5,37,226.397852
315.2,69,226.713862
-99.9,47,226.817624
316.0,58,226.909922
59.5,70,227.024775
329.0,52,227.117362
-36.6,44,227.197626
90.8,69,227.308247
-1.2,83,227.454227
-114.1,69,227.582225
-1.9,47,227.671185
19.6,56,227.761671
269.5,71,227.898037
307.2,71,228.090611
82.2,69,228.218854
301.0,48,228.293672
302.2,66,228.435634
27.3,87,228.593333
-58.2,27,231.402923
-1.4,43,231.472469
62.0,84,231.614013
59.1,69,231.793838
26.1,72,231.929569
305.2,64,232.034857
26.3,57,232.13632
285.5,62,232.260073
45.5,67,232.391798
52.1,72,232.506775
298.9,67,232.617807
12.8,62,232.729122
42.4,83,232.862234
288.8,72,232.987977
277.2,65,233.12888
277.1,66,233.244344
21.9,42,233.316453
300.2,61,233.419646
-127.1,19,233.453128
-28.8,26,233.496035
56.8,53,233.580745
-48.2,19,233.612577
317.2,84,233.746704
-54.0,76,233.868772
63.0,65,233.975348
272.9,63,234.083156
-19.5,49,234.172574
27.3,61,234.279931
299.2,59,234.444037
292.3,60,234.642777
43.2,52,234.846608
351.0,59,235.096777
-10.3,54,235.222707
287.2,49,235.307069
65.5,65,235.413946
5.8,55,237.725163
69.1,67,237.831789
303.6,64,237.933256
-80.5,42,238.010222
87.7,60,238.108924
-73.9,30,238.157449
303.1,78,238.277072
-10.7,44,238.347625
-50.4,62,238.449016
48.1,84,238.590129
27.6,76,238.709267
312.2,66,238.812299
268.9,74,238.928935
-47.6,83,239.068011
312.2,58,239.167654
-47.7,26,239.209235
279.2,87,239.34411
-22.6,37,239.402893
282.2,58,239.539215
31.8,84,239.773185
295.0,64,239.925803
63.3,74,240.051818
-66.1,42,240.122834
42.1,58,240.221777
42.5,68,240.329281
-7.7,62,240.426707
-118.2,68,240.542177
10.7,56,240.631174
14.8,57,240.720397
61.6,63,240.819865
52.8,44,240.890608
-73.8,38,240.961796
43.8,45,241.034884
381.0,70,241.148425
59.6,76,245.151552
-0.2,49,245.234488
42.5,46,245.3106
300.2,58,245.409074
322.2,57,245.515367
-48.3,55,245.605183
82.8,51,245.689033
60.8,61,245.788768
27.9,55,245.879021
291.3,53,245.965762
291.7,81,246.097684
-127.4,72,246.213977
-35.1,30,246.264182
85.3,70,246.377175
25.4,61,246.474888
250.3,71,246.589622
301.8,84,246.724552
3.6,64,246.827224
-126.4,25,246.870149
-2.4,63,246.971308
-18.4,62,247.070769
21.8,73,247.190444
23.6,65,247.292996
61.0,48,247.370107
-0.6,51,247.451399
302.2,59,247.549991
295.2,55,247.641313
-71.0,31,247.692173
-18.5,67,247.798819
-74.6,40,247.862247
308.6,79,247.986054
276.3,49,248.064085
-73.8,37,248.126567
57.9,67,248.233582
282.3,67,248.338492
304.8,64,250.597562
-19.0,42,250.666811
-47.3,54,250.754244
39.4,61,250.852496
-63.8,54,250.940754
44.4,38,251.004124
302.2,59,251.098126
-21.6,30,251.150788
-47.7,38,251.212072
270.6,70,251.323862
-41.4,43,251.393925
-7.8,85,251.530334
302.2,48,251.60693
34.6,60,251.710666
43.6,67,251.827965
-23.9,51,251.91146
27.5,60,252.007567
-36.1,54,252.094101
-176.9,49,252.175435
-19.9,50,252.255909
73.8,74,252.37369
-77.8,68,252.482577
333.2,74,252.601907
-20.3,55,252.702229
-11.9,60,252.80042
-18.8,74,252.918505
20.9,61,253.016875
287.3,49,253.095095
-19.2,45,253.172443
72.1,72,253.286598
297.2,52,253.370488
343.1,68,253.478987
33.4,58,253.572966
307.4,106,253.752383
54.2,73,253.871094
-37.3,46,256.077812
29.6,69,256.19422
347.3,88,256.333612
-57.0,63,256.435
-54.4,43,256.503869
-32.2,51,256.585709
295.4,64,256.686668
6.5,36,256.744811
21.3,30,256.793622
347.2,55,256.893536
13.2,56,256.98379
242.8,68,257.091871
289.2,63,257.194557
43.9,49,257.273889
34.0,38,257.33549
-46.0,44,257.407092
-56.9,25,257.446962
23.3,44,257.516345
24.2,85,257.650331
292.2,54,257.73522
292.1,72,257.853531
29.1,76,257.988966
53.5,51,258.069233
75.4,38,258.132578
280.5,68,258.241562
287.2,56,258.328501
44.0,66,258.433963
337.2,68,258.541192
247.0,65,258.644925
74.4,85,258.781167
-39.3,67,258.885932
41.0,44,258.962144
-10.4,71,259.07578
-33.3,52,259.163524
43.8,67,259.270547
362.3,101,261.550842
292.3,61,261.648037
-61.2,49,261.725386
92.6,63,261.827936
-58.2,10,261.845908
88.6,55,261.934154
66.9,80,262.075318
327.2,60,262.173259
-1.4,65,262.276048
59.4,63,262.376011
297.2,66,262.480309
327.2,55,262.566242
-18.9,62,262.664403
-52.1,63,262.76353
262.3,73,262.879649
287.2,50,262.959687
-12.3,59,263.053066
272.1,72,263.169347
-41.0,33,263.223868
273.9,57,263.316058
-15.4,53,263.399052
277.0,64,263.500337
278.6,69,263.609896
268.2,61,263.706318
-23.7,81,263.835493
-64.5,38,263.895813
307.2,63,263.994924
297.2,77,264.122366
-34.4,53,264.207662
292.2,56,264.294767
-11.4,52,264.377199
-56.2,65,264.477971
30.0,49,264.555209
45.5,46,264.62817
71.5,70,266.863563
285.4,58,266.956752
67.8,62,267.054298
294.5,63,267.157648
14.8,61,267.256043
43.5,57,267.346881
64.1,62,267.445776
299.0,77,267.566886
-7.3,48,267.643862
292.2,50,267.721466
-28.3,66,267.826683
288.3,65,267.928709
22.5,71,268.039863
-108.1,34,268.095156
284.1,65,268.201095
36.8,51,268.288212
-15.7,32,268.341658
75.0,73,268.45696
40.6,67,268.56428
19.3,56,268.654812
-9.2,41,268.720414
99.9,62,268.818766
45.9,57,268.907762
322.2,48,268.983396
64.1,59,269.077202
-11.4,55,269.169325
282.2,56,269.264516
50.2,70,269.378535
238.1,64,269.478546
297.2,54,269.563269
296.4,58,269.655915
283.2,54,269.741017
243.2,87,269.877134
73.8,57,269.966296
304.2,89,270.107268
66.7,78,272.355931
289.5,65,272.46216
264.7,63,272.560051
308.0,93,272.709578
57.1,57,272.80295
-23.1,63,272.903027
6.7,44,272.973897
318.8,62,273.072099
-51.8,60,273.170656
49.9,84,273.306092
18.6,60,273.410139
67.7,58,273.501588
322.2,55,273.588751
27.4,40,273.653013
340.2,84,273.783386
293.7,66,273.885621
329.6,93,274.032548
277.6,88,274.17323
-43.2,49,274.251359
287.2,64,274.350923
65.4,43,274.421603
310.5,74,274.548212
302.2,58,274.638444
270.1,86,274.772837
255.8,76,274.890706
13.7,78,275.013031
292.2,47,275.087317
281.0,78,275.212063
352.2,78,275.333659
70.2,61,275.430529
297.2,45,275.500704
287.2,78,277.773983
43.9,63,277.873836
55.8,61,277.968264
-8.9,40,278.033671
296.2,94,278.184889
297.3,84,278.31626
289.2,69,278.424559
302.2,63,278.522708
-19.0,44,278.607074
25.9,71,278.723313
312.5,58,278.819446
53.9,47,278.895015
25.6,60,278.989071
-56.1,58,279.081326
-6.4,40,279.148964
49.2,53,279.233299
-74.2,54,279.318438
65.7,52,279.401811
21.2,42,279.469522
268.8,75,279.587177
-67.6,23,279.625327
-32.2,39,279.686231
-61.7,35,279.740917
289.0,45,279.813018
13.6,60,279.907324
-58.2,46,279.979043
-42.6,58,280.071389
295.7,59,280.168009
-23.5,58,280.266722
-5.3,53,280.350981
71.8,66,280.454864
33.7,59,280.548318
332.2,64,280.656281
-0.9,47,280.731321
3.6,74,280.902236
-1.4,50,281.124024
-79.4,51,283.382643
56.4,60,283.477084
302.2,76,283.594329
294.8,48,283.671069
316.8,73,283.785884
29.4,54,283.871788
59.0,58,283.964509
9.0,42,284.03213
8.6,59,284.124263
22.5,75,284.242638
59.9,55,284.330259
-40.1,61,284.42582
28.8,64,284.526889
-47.1,47,284.601597
6.9,56,284.690305
-52.0,71,284.808392
32.7,54,284.894897
-20.5,47,284.969409
60.4,43,285.038349
301.1,61,285.135396
331.0,73,285.249818
314.1,84,285.382533
16.1,58,285.472042
277.2,62,285.569578
-126.6,48,285.644876
29.6,73,285.759747
329.7,69,285.879693
-56.9,35,285.935949
307.2,67,286.039838
282.4,77,286.160913
278.2,69,286.268539
340.7,58,286.359975
296.3,73,286.473556
341.4,66,288.746427
-131.2,31,288.796321
57.0,85,288.935048
-47.3,52,289.022046
18.6,36,289.081503
316.2,60,289.179508
-10.6,42,289.245865
54.9,78,289.368738
-69.2,42,289.435184
-33.5,52,289.517938
-29.7,62,289.614335
-13.2,47,289.689795
28.5,63,289.789464
-100.0,64,289.888592
312.2,64,289.999812
278.8,49,290.076811
54.2,56,290.168312
53.2,62,290.267056
30.0,55,290.354063
50.4,55,290.442075
282.7,59,290.536092
-17.2,60,290.631575
317.2,56,290.719334
-98.3,66,290.823997
347.2,54,290.910424
-59.3,48,290.986726
-58.5,50,291.079047
287.3,50,291.160679
75.2,77,291.28205
58.2,59,291.375665
-60.5,32,291.428018
81.3,70,291.540439
-16.3,37,291.59912
317.5,77,291.720439
-61.5,45,291.791363
8.8,51,291.873288
54.1,77,291.993543
-119.3,36,294.153556
-31.2,56,294.242031
80.8,89,294.381123
6.5,43,294.449029
307.2,65,294.551915
-72.3,31,294.601427
278.4,68,294.707731
92.3,71,294.818845
71.1,81,294.946665
259.3,67,295.051229
264.2,60,295.152264
-61.4,32,295.214742
334.2,61,295.311513
-46.8,70,295.419694
-32.5,33,295.473139
-108.1,9,295.488921
4.0,21,295.522878
332.2,57,295.612372
2.4,64,295.714944
302.2,47,295.789809
76.3,90,295.932257
287.7,75,296.048716
-51.3,40,296.112919
13.3,65,296.216754
-8.5,52,296.298742
272.6,69,296.406079
298.2,51,296.48624
302.7,70,296.595238
313.2,88,296.73476
292.2,62,296.829831
36.7,53,296.914104
267.7,62,297.01105
-37.9,55,297.097765
-35.3,59,297.19421
296.3,63,297.300243
356.2,63,299.525595
39.3,55,299.612146
33.7,57,299.700618
-22.0,55,299.788089
278.8,82,299.91709
317.2,77,300.036468
-6.4,20,300.069724
10.6,69,300.182523
63.5,61,300.280942
11.6,37,300.34106
18.6,38,300.400789
292.2,52,300.482722
1.6,43,300.551589
-17.1,53,300.636326
-44.0,45,300.70712
325.1,78,300.828293
298.6,76,300.945868
278.9,65,301.047867
42.8,53,301.131947
305.0,58,301.225214
17.0,62,301.323211
267.9,57,301.417976
-37.4,64,301.51813
297.2,48,301.594059
-10.3,64,301.695335
282.2,55,301.782034
9.2,44,301.852449
-57.3,61,301.949255
12.3,74,302.06452
-57.8,67,302.171152
325.7,102,302.328943
61.8,49,302.410765
299.3,81,302.540205
-16.3,48,302.614708
261.4,100,304.899615
-56.0,57,304.99114
13.6,43,305.058985
32.1,72,305.178939
259.3,74,305.295009
-63.6,56,305.384818
281.0,62,305.482763
26.2,45,305.560998
-13.4,61,305.656657
50.4,54,305.741951
68.3,55,305.829811
252.6,63,305.929281
315.7,52,306.012355
22.4,58,306.105926
297.2,59,306.20082
70.4,67,306.30669
-24.3,59,306.399405
13.6,30,306.448549
67.4,60,306.548502
305.7,58,306.644331
-35.1,52,306.726615
297.2,72,306.838545
326.6,91,306.982037
-32.6,83,307.112126
306.2,65,307.215405
-12.5,36,307.273255
55.4,94,307.418372
282.3,51,307.497685
-28.3,67,307.611154
284.9,76,307.733419
5.5,62,307.831471
-14.2,68,307.937886
1.9,56,308.026348
253.2,64,308.127246
8.0,66,310.362024
-84.4,43,310.429141
325.2,52,310.512189
274.0,80,310.636088
67.6,75,310.767413
-6.4,58,310.85751
95.3,67,310.96292
-39.2,57,311.051337
70.7,59,311.143908
-10.6,41,311.21052
297.2,54,311.295216
40.2,45,311.366161
13.3,71,311.477037
-110.2,24,311.515498
-100.0,41,311.577909
288.5,80,311.70326
59.5,62,311.812284
23.7,62,311.911676
59.6,61,312.007055
-60.6,43,312.075605
-6.5,52,312.160623
347.7,81,312.286217
307.2,71,312.397304
-37.8,44,312.468292
279.7,95,312.615894
42.0,32,312.667949
-138.2,44,312.736315
-12.5,74,312.85243
-12.9,73,312.966183
288.5,55,313.053258
333.9,60,313.149378
-52.0,60,313.244588
307.5,71,313.356469
302.2,55,313.442777
15.6,35,313.498408
60.4,53,315.723084
307.2,54,315.808063
259.0,66,315.926839
294.0,64,316.029581
-48.2,29,316.077223
48.7,64,316.181247
9.6,72,316.294664
81.7,44,316.366406
287.2,49,316.444965
311.2,72,316.556875
-27.0,63,316.657582
272.2,51,316.739229
-0.8,70,316.849418
312.2,68,316.956365
307.2,70,317.067507
76.5,62,317.170734
-102.3,33,317.224768
12.4,53,317.309777
281.7,46,317.397673
55.4,39,317.515039
-10.1,71,317.715036
-7.3,76,317.876199
26.3,56,317.970269
-56.9,48,318.04664
89.4,61,318.143761
14.1,51,318.229102
95.7,76,318.348534
-19.9,51,318.429562
272.6,51,318.509955
282.6,81,318.636592
-81.9,39,318.698887
-35.5,64,318.799918
44.7,68,318.906371
322.1,56,319.007439
-29.3,57,319.098057
255.9,61,321.324096
290.7,57,321.413359
-21.7,39,321.475303
35.4,85,321.607408
287.2,53,321.690072
-79.7,40,321.754233
8.6,41,321.819959
308.6,69,321.92777
282.9,67,322.032737
282.6,55,322.12598
-11.1,45,322.200934
-59.1,32,322.251678
-82.5,59,322.343636
8.6,36,322.401668
25.8,50,322.481914
-140.3,76,322.598512
-115.7,25,322.64039
68.6,72,322.75233
295.0,63,322.851167
297.2,66,322.954391
297.2,57,323.043618
-73.7,74,323.168844
4.3,52,323.251117
280.1,58,323.344278
327.2,71,323.454752
307.2,60,323.550422
-0.4,27,323.595011
5.6,53,323.678118
344.3,67,323.784228
-171.1,63,323.884748
58.8,57,323.975228
20.3,50,324.054718
35.3,50,324.138353
-37.6,68,324.261813
-36.2,46,324.334833
95.4,38,324.396051
-58.2,16,324.422638
-83.7,63,324.520572
-75.8,55,326.7005
-9.5,50,326.780222
-43.6,50,326.859318
4.0,62,326.957186
-66.5,44,327.026609
-22.8,68,327.13234
342.2,47,327.20729
-57.4,75,327.338452
55.7,57,327.427798
75.4,41,327.49475
-6.6,68,327.601686
-9.3,65,327.703507
297.2,59,327.796162
9.0,46,327.868928
286.2,55,327.953744
281.0,53,328.036852
263.3,67,328.141394
78.1,79,328.268388
301.3,84,328.412816
-47.3,79,328.53699
-156.1,57,328.627552
57.4,59,328.722337
-23.2,33,328.775449
-15.7,72,328.890036
7.6,58,328.981843
286.2,62,329.079283
312.2,57,329.172354
-10.0,78,329.29538
-7.9,41,329.36221
-53.2,34,329.414928
273.9,50,329.49498
-94.3,65,329.598556
68.0,74,329.715356
-115.3,51,329.796905
39.0,71,329.908745
-7.2,63,332.226928
69.6,63,332.329428
32.3,62,332.431278
-119.7,20,332.473459
47.5,48,332.554396
1.8,50,332.637377
35.6,58,332.733463
343.7,63,332.835723
-60.1,53,332.922727
46.3,44,332.996184
40.4,60,333.092159
317.2,50,333.174918
24.7,67,333.286199
273.3,75,333.406745
9.7,67,333.513571
70.6,56,333.602213
285.5,56,333.692649
-34.0,54,333.778947
3.6,63,333.878131
-11.4,48,333.957649
-59.0,63,334.058141
3.0,66,334.167014
46.3,42,334.237602
278.9,48,334.314233
-63.9,16,334.340988
34.6,59,334.434654
316.2,80,334.569068
-48.2,25,334.609958
282.9,78,334.731239
-112.9,26,334.774917
40.2,71,334.885268
-2.6,44,334.956537
307.2,48,335.031574
13.1,81,335.165508
-44.8,31,335.214704
293.7,60,335.311095
20.5,70,335.422007
309.4,83,337.707418
299.7,84,337.839643
290.2,78,337.961191
279.6,71,338.073244
316.2,71,338.187733
-101.5,32,338.238418
-5.9,44,338.306877
-48.8,50,338.386411
-34.3,49,338.463558
263.3,65,338.565503
59.4,57,338.655736
75.8,58,338.752589
332.2,73,338.865744
-53.3,42,338.933463
290.5,60,339.026953
85.8,70,339.134998
55.1,80,339.263275
56.7,60,339.356805
70.1,66,339.459953
-32.0,80,339.584319
329.2,47,339.658168
308.0,65,339.76855
-2.7,40,339.831265
-29.0,44,339.901936
76.4,70,340.00989
-55.6,56,340.097953
-99.6,36,340.159915
-86.0,49,340.239878
-113.0,73,340.353766
253.3,64,340.454015
6.5,61,340.549952
270.3,58,340.641182
0.6,39,340.703728
-53.2,54,340.79864
-14.4,75,343.024733
-5.6,64,343.126009
-56.4,68,343.234521
286.8,90,343.377302
322.2,48,343.451927
312.2,68,343.559135
55.5,58,343.649735
302.2,65,343.752919
15.0,65,343.865216
45.5,93,344.014104
309.8,63,344.110846
337.2,64,344.215188
313.9,79,344.33988
-119.2,33,344.395133
292.8,77,344.515956
62.1,63,344.615579
272.8,69,344.723742
-26.5,50,344.803533
313.6,82,344.951946
13.8,86,345.086067
-16.1,56,345.179598
-33.4,69,345.291471
-38.2,46,345.366604
51.5,58,345.458765
-47.7,62,345.554759
-100.1,63,345.654527
58.1,71,345.76707
-117.8,19,345.799639
8.8,58,345.891414
-37.6,38,345.952837
282.2,55,346.039785
49.7,38,346.099908
302.2,58,346.195953
40.9,47,348.414779
9.5,42,348.480874
293.7,62,348.579
-70.3,47,348.654356
287.2,44,348.72371
278.0,69,348.830935
292.8,69,348.939215
-76.5,70,349.059449
291.2,68,349.174504
6.7,67,349.280646
49.6,63,349.38072
253.8,86,349.517032
-38.1,77,349.636932
-22.4,75,349.756192
-115.1,55,349.84374
36.5,76,349.965014
41.8,69,350.074444
289.3,65,350.181839
332.2,69,350.291317
269.0,95,350.442113
11.8,72,350.5549
317.2,52,350.636495
-11.3,44,350.708594
-4.7,37,350.768874
306.1,68,350.878499
-60.5,42,350.94674
272.2,46,351.019398
248.7,83,351.158216
299.2,64,351.257098
342.2,58,351.413209
10.0,45,351.603335
15.2,61,351.730459
-2.8,43,351.7998
-75.6,86,354.09878
-5.2,51,354.18261
-18.6,58,354.272707
296.0,59,354.364617
36.1,53,354.448455
19.8,63,354.548058
73.9,68,354.656192
-33.0,68,354.76315
64.2,52,354.845195
36.4,61,354.941554
-30.5,65,355.04537
34.7,74,355.165363
337.2,67,355.278836
287.3,82,355.408684
283.9,58,355.499973
-60.0,33,355.554719
27.7,84,355.685047
78.7,62,355.780884
297.6,70,355.891495
50.4,59,355.984585
292.4,79,356.107767
-95.7,69,356.21823
18.1,62,356.330177
286.2,75,356.446957
-111.3,29,356.495011
-53.7,32,356.546791
319.1,60,356.641361
59.5,58,356.731677
295.7,59,356.824637
302.7,65,356.926513
30.2,56,357.014792
57.2,54,357.098995
-34.1,62,357.199299
-11.4,30,357.248079
-38.1,56,359.479822
300.5,82,359.607496
30.4,44,359.677263
276.5,60,359.771583
286.2,55,359.856979
335.3,63,359.956675
326.2,49,360.033759
78.4,48,360.111017
27.2,64,360.214949
129.2,73,360.331279
281.6,55,360.420943
-100.0,35,360.480714
258.6,59,360.573586
-31.2,39,360.637341
-8.4,80,360.765572
-31.1,60,360.858862
28.8,54,360.943871
75.6,61,361.039887
-35.4,66,361.14358
53.0,76,361.265691
35.2,77,361.385545
-0.4,64,361.494966
306.2,72,361.610321
-67.9,28,361.655658
-53.2,61,361.750251
49.3,94,361.898317
25.2,77,362.018097
56.5,72,362.130579
-38.6,74,362.24847
337.2,82,362.376857
94.0,73,362.489718
297.2,65,362.590738
318.0,61,362.687031
-17.3,49,364.933337
324.5,69,365.041289
262.3,61,365.138104
-29.2,55,365.227059
8.6,38,365.28967
-6.4,59,365.382426
-31.0,34,365.435646
277.9,60,365.530827
-3.2,79,365.666698
50.8,52,365.747877
305.5,60,365.842955
287.2,62,365.940212
-47.4,62,366.036318
41.4,59,366.129555
283.4,64,366.232594
-72.9,64,366.333412
-52.6,39,366.39568
282.2,57,366.485925
