#{"t_start": 1789049545.821065, "env_id": "None"}
r,l,t
255.0,77,2884.891551
25.1,67,2884.997285
284.3,60,2885.091804
322.2,70,2885.221406
27.4,56,2885.312437
286.0,71,2887.494297
-17.2,55,2887.584326
310.1,86,2887.719368
251.0,76,2887.837803
74.2,72,2887.950751
-100.0,68,2888.056329
340.8,77,2888.181359
287.2,50,2888.271625
-64.9,64,2888.373832
-19.7,30,2888.422921
-42.7,40,2888.486492
294.2,54,2888.571347
-0.2,26,2888.614419
-23.3,52,2888.695349
243.7,69,2888.804166
8.9,44,2888.874316
-40.6,61,2888.973433
51.5,50,2889.051859
17.9,43,2889.120971
45.4,48,2889.199936
279.5,80,2889.341108
289.9,66,2889.444092
339.3,83,2889.576799
59.9,65,2889.678563
282.2,48,2889.755095
292.2,70,2889.864007
-84.4,54,2889.95102
297.2,61,2890.047221
-38.6,43,2890.117603
-31.9,50,2890.210735
327.2,70,2890.324161
16.2,43,2890.394694
-7.9,50,2890.475793
-57.8,41,2890.542951
310.3,85,2890.691408
278.6,86,2892.904989
11.0,59,2892.998649
-174.0,66,2893.101552
20.0,57,2893.193167
241.6,82,2893.325402
287.8,65,2893.431928
-15.3,77,2893.564204
290.7,68,2893.670499
9.3,50,2893.749307
-53.0,37,2893.809548
302.2,56,2893.897807
36.2,48,2893.973247
-58.2,34,2894.026066
13.2,70,2894.134221
17.9,63,2894.237085
284.0,52,2894.324312
-112.6,77,2894.444288
41.9,54,2894.531103
292.2,45,2894.602898
-63.1,30,2894.651013
0.1,45,2894.723907
-6.9,64,2894.825919
64.1,83,2894.956938
41.8,66,2895.070798
307.2,70,2895.19144
285.7,57,2895.296193
41.9,55,2895.411511
-18.9,92,2895.575362
-83.5,58,2895.668045
79.0,52,2895.760126
286.7,68,2895.868976
-1.3,76,2896.003832
8.4,52,2896.091599
47.4,66,2896.202237
34.1,100,2898.415944
-50.9,40,2898.479673
284.2,57,2898.570063
315.6,64,2898.670809
-47.3,39,2898.733059
28.7,59,2898.826146
-59.4,60,2898.918679
50.4,51,2898.999761
260.3,55,2899.087025
326.0,64,2899.188447
317.2,62,2899.285718
22.9,76,2899.40611
303.7,74,2899.521692
307.2,45,2899.592115
41.4,66,2899.708835
10.0,95,2899.862021
4.8,50,2899.940672
302.2,70,2900.049625
-8.5,89,2900.191759
55.3,59,2900.283938
-43.8,44,2900.356205
-49.6,33,2900.412255
305.3,73,2900.525396
27.1,69,2900.634193
-10.7,49,2900.723196
-82.4,46,2900.802258
26.0,72,2900.916647
-6.2,65,2901.020943
35.7,59,2901.118451
275.9,76,2901.241251
258.5,58,2901.338156
-57.6,32,2901.391426
25.0,65,2901.495399
22.9,70,2903.638724
282.2,54,2903.72626
311.2,80,2903.857359
-74.1,50,2903.939261
327.6,66,2904.044147
14.8,59,2904.136896
264.5,69,2904.250994
-62.3,38,2904.314847
-14.5,59,2904.407598
288.9,50,2904.484786
46.8,74,2904.60563
-29.0,55,2904.693693
306.0,54,2904.779566
-0.4,42,2904.85835
-8.9,42,2904.926674
-16.9,68,2905.033179
322.9,73,2905.148103
308.6,79,2905.272894
-7.5,51,2905.35658
277.9,59,2905.448957
49.5,50,2905.528598
-85.6,52,2905.609264
-45.9,88,2905.747772
300.2,49,2905.823427
292.2,50,2905.915228
26.0,68,2906.025177
327.2,71,2906.13593
55.1,57,2906.228545
53.9,65,2906.332818
-117.3,23,2906.37099
301.3,66,2906.472611
292.2,84,2906.604497
30.2,58,2906.696044
42.2,52,2906.779454
22.1,41,2906.846067
54.1,67,2909.021922
297.2,51,2909.103686
283.0,69,2909.211525
303.1,97,2909.363779
244.5,72,2909.475841
-32.6,51,2909.55536
66.9,62,2909.653564
-137.1,74,2909.769722
357.2,67,2909.873898
342.2,67,2909.978405
-50.0,48,2910.071009
319.0,73,2910.188328
0.7,33,2910.241394
75.3,74,2910.361114
317.2,49,2910.438835
65.4,60,2910.533699
5.1,48,2910.611029
300.5,59,2910.704421
271.4,74,2910.819358
42.3,55,2910.906192
-23.8,45,2910.986553
64.4,56,2911.077402
297.1,47,2911.151944
312.3,82,2911.283258
38.5,66,2911.389399
14.1,45,2911.462114
39.4,78,2911.584539
-13.5,52,2911.666301
272.6,65,2911.769259
296.0,67,2911.873989
12.3,76,2911.993801
-22.5,54,2912.081628
335.2,56,2912.184398
317.2,68,2914.794544
317.2,70,2914.903865
-8.8,42,2914.970528
322.2,56,2915.058067
-128.6,11,2915.076706
282.5,83,2915.207245
-69.7,49,2915.28311
23.4,54,2915.369764
296.2,68,2915.476209
50.4,44,2915.547507
-44.0,56,2915.634682
297.2,68,2915.739371
36.1,62,2915.837776
-14.8,66,2915.943116
282.2,42,2916.009196
292.2,62,2916.106354
41.7,60,2916.200969
-36.5,36,2916.264175
282.2,44,2916.338279
295.5,76,2916.461208
-33.3,53,2916.550129
332.2,64,2916.650815
327.2,64,2916.756568
1.1,62,2916.856357
-26.4,52,2916.938786
34.6,69,2917.046762
-40.7,43,2917.117722
-54.6,61,2917.216931
53.1,73,2917.346784
43.1,42,2917.414117
-19.5,51,2917.49523
302.2,78,2917.616539
-14.8,66,2917.721249
47.6,67,2917.827005
61.0,79,2917.954792
-119.6,66,2920.142968
305.0,51,2920.228924
69.7,77,2920.351794
28.4,68,2920.466769
-8.7,49,2920.544902
8.6,52,2920.626935
80.6,76,2920.746954
-64.2,80,2920.87173
-15.8,59,2920.964318
271.9,71,2921.075392
291.0,46,2921.149023
-5.8,68,2921.257546
295.2,67,2921.364056
-76.7,45,2921.447365
293.5,50,2921.527964
-32.7,65,2921.630758
34.9,68,2921.737563
36.9,49,2921.815808
300.2,60,2921.909418
-13.2,42,2921.976868
282.2,66,2922.085496
293.9,67,2922.192137
53.7,57,2922.282609
306.1,77,2922.405183
282.2,60,2922.511785
8.5,68,2922.618765
40.4,50,2922.697455
-16.6,62,2922.794762
295.6,89,2922.935344
275.9,71,2923.045422
259.1,62,2923.144005
59.4,49,2923.223587
29.9,64,2923.339728
-67.9,46,2923.415583
322.2,63,2925.533847
302.2,67,2925.65245
291.1,66,2925.756198
11.3,42,2925.824707
332.2,55,2925.911439
-33.1,46,2925.983625
36.3,61,2926.079745
78.0,59,2926.174148
-52.8,50,2926.254747
273.5,65,2926.359591
62.6,80,2926.4855
56.1,62,2926.588714
60.7,60,2926.696922
90.8,63,2926.806077
-9.8,34,2926.862099
302.2,50,2926.941547
-18.0,45,2927.013042
16.3,51,2927.094347
79.2,66,2927.200546
50.2,55,2927.288148
297.2,46,2927.362154
282.2,44,2927.43544
272.3,49,2927.524304
297.2,65,2927.630961
86.5,94,2927.778892
9.1,49,2927.856107
94.2,83,2927.98861
74.7,65,2928.091412
-0.3,46,2928.16576
30.2,54,2928.255153
307.3,58,2928.351124
-113.8,31,2928.412339
35.4,60,2928.514756
8.6,40,2928.57915
274.7,66,2928.701626
11.0,42,2928.769032
83.0,60,2930.923699
3.3,53,2931.008735
292.2,53,2931.090157
251.5,68,2931.19906
350.7,68,2931.305563
292.2,57,2931.4036
286.5,58,2931.516816
296.2,47,2931.595994
296.5,75,2931.713445
10.7,63,2931.813893
-23.8,65,2931.916408
-7.5,52,2931.999685
-61.4,37,2932.060594
296.0,53,2932.144364
-10.7,72,2932.25774
-137.5,50,2932.338239
32.6,64,2932.439252
287.2,79,2932.562865
52.4,55,2932.649953
39.4,82,2932.778646
-20.8,32,2932.834298
302.2,70,2932.945827
277.2,57,2933.034149
-11.4,57,2933.123254
-46.8,62,2933.222066
47.9,55,2933.309076
-24.3,73,2933.440096
315.9,68,2933.550125
297.2,58,2933.642096
-9.6,47,2933.728988
45.4,85,2933.871875
-6.6,74,2933.992334
339.5,80,2934.128313
282.2,51,2936.203988
-74.8,64,2936.306177
-81.5,76,2936.426749
-66.3,35,2936.482743
-36.8,58,2936.574191
302.2,54,2936.658365
30.6,48,2936.73575
10.1,75,2936.854592
-38.2,49,2936.932115
-52.7,40,2937.00114
47.6,61,2937.097467
34.3,86,2937.233374
282.1,74,2937.349155
-22.5,49,2937.426989
307.2,69,2937.534843
3.6,58,2937.625615
60.4,54,2937.710739
267.6,60,2937.806818
-35.7,46,2937.879349
322.2,59,2937.971862
30.6,57,2938.074359
-52.1,48,2938.150867
-127.2,25,2938.192331
43.3,55,2938.27901
-11.9,53,2938.364174
-9.2,59,2938.470968
-11.9,76,2938.603622
283.8,67,2938.707776
278.6,71,2938.832685
317.2,67,2938.938241
-7.9,62,2939.046692
-40.9,42,2939.135156
302.7,70,2939.24806
-53.3,61,2939.347094
300.2,57,2939.436908
36.7,55,2939.52526
-51.3,52,2941.648685
291.0,72,2941.762542
-23.0,51,2941.842665
23.6,54,2941.926981
49.4,52,2942.009401
-67.8,53,2942.092216
297.2,69,2942.213978
-3.5,50,2942.292794
-19.2,42,2942.361229
39.3,71,2942.471992
15.9,46,2942.544171
327.2,54,2942.628608
-15.1,41,2942.693589
-23.4,56,2942.783938
-1.1,35,2942.840497
317.7,65,2942.943091
-7.1,59,2943.035005
-42.9,59,2943.127127
292.9,65,2943.246323
-71.5,44,2943.317061
-4.7,53,2943.402431
26.0,50,2943.483025
294.7,91,2943.653401
85.4,59,2943.747624
55.5,62,2943.858862
-11.5,73,2943.974611
-71.7,32,2944.027226
293.3,61,2944.134262
237.4,59,2944.229789
265.6,53,2944.313876
-8.2,37,2944.37714
37.3,55,2944.464664
329.5,86,2944.600085
292.2,58,2944.691272
-53.4,55,2944.779321
308.2,56,2944.867347
-22.8,66,2946.962322
-36.7,55,2947.052552
55.4,58,2947.14289
4.7,80,2947.271086
290.7,67,2947.388947
289.4,93,2947.53536
332.2,58,2947.625511
8.1,65,2947.726597
-17.2,56,2947.81517
284.3,55,2947.900861
292.2,43,2947.969493
300.5,68,2948.075045
-38.1,46,2948.146863
-55.1,41,2948.247886
302.2,74,2948.494092
-1.3,75,2948.668782
41.3,55,2948.76131
320.1,96,2948.930238
-1.1,52,2949.011331
11.0,43,2949.079861
275.2,63,2949.195489
-45.0,35,2949.251269
42.4,57,2949.34353
-112.6,19,2949.375046
-16.3,63,2949.478553
282.2,60,2949.571679
303.9,67,2949.676383
-3.8,53,2949.761526
-72.7,35,2949.818524
336.0,50,2949.898304
75.5,76,2950.015999
-46.6,51,2950.096491
337.2,65,2950.199707
253.0,84,2950.332614
-78.0,29,2950.380202
322.2,48,2952.44458
311.8,80,2952.57389
335.7,65,2952.675231
-15.0,33,2952.733172
-4.6,56,2952.822253
297.5,60,2952.915625
-9.1,34,2952.970793
15.4,62,2953.069408
302.2,64,2953.167811
297.2,61,2953.26585
322.8,55,2953.354948
286.2,51,2953.436302
-24.4,66,2953.543221
306.7,83,2953.695359
314.5,77,2953.824676
40.4,51,2953.905628
246.6,80,2954.051286
311.9,54,2954.135335
-97.4,35,2954.195666
278.9,97,2954.360271
-35.0,33,2954.413588
-40.9,62,2954.510917
303.9,80,2954.648747
287.2,46,2954.721013
275.5,74,2954.838997
277.1,62,2954.935151
327.2,53,2955.019881
-32.3,72,2955.133608
-9.8,43,2955.205174
277.2,47,2955.280533
42.1,62,2955.381821
292.2,59,2955.477747
315.6,68,2955.585233
-49.8,27,2955.639254
-27.7,53,2955.730558
-7.6,51,2957.788721
283.7,52,2957.873019
292.2,66,2957.974365
-86.6,65,2958.076874
-71.7,26,2958.118883
-12.8,78,2958.242218
22.3,64,2958.345679
264.5,68,2958.45343
307.2,70,2958.562675
302.2,54,2958.647681
312.2,58,2958.765857
8.0,64,2958.888082
312.2,58,2959.051771
-95.3,59,2959.174555
304.4,59,2959.318013
282.2,53,2959.505927
282.2,52,2959.617946
-78.9,63,2959.760634
263.8,72,2959.958826
-8.5,52,2960.103959
6.4,63,2960.218082
64.3,61,2960.342463
302.2,69,2960.462112
272.3,76,2960.582513
352.2,70,2960.752745
17.0,49,2960.894164
16.8,49,2960.98368
262.9,54,2961.072054
-100.0,58,2961.165035
292.9,80,2961.346015
-53.2,54,2961.481844
311.2,62,2961.585202
297.2,56,2961.688767
282.2,104,2964.068915
41.3,67,2964.17591
317.2,62,2964.273233
9.4,59,2964.421748
317.3,62,2964.603887
282.6,96,2964.801582
280.9,56,2964.920987
-28.4,42,2964.997187
295.1,69,2965.134517
292.2,68,2965.258422
79.3,71,2965.372351
-45.5,30,2965.421712
43.7,55,2965.507942
-39.0,63,2965.607973
-55.5,54,2965.693308
-83.7,44,2965.764415
-37.7,56,2965.85635
347.2,84,2965.991911
75.2,63,2966.100047
46.0,63,2966.200964
15.5,88,2966.351025
43.6,65,2966.474595
280.3,60,2966.583979
75.4,72,2966.716697
-1.4,51,2966.809899
-44.0,43,2966.884709
-7.4,61,2966.988436
-3.8,48,2967.07278
21.5,54,2967.173021
4.9,67,2967.291394
292.2,64,2967.4037
73.4,62,2967.51213
-27.6,56,2967.611985
-1.7,39,2967.679088
-6.4,36,2970.241284
268.4,57,2970.35901
263.9,72,2970.509706
20.4,66,2970.668112
60.4,58,2970.789143
90.3,57,2970.89319
6.4,48,2970.970353
42.2,79,2971.166569
272.8,83,2971.455964
-38.1,50,2971.587764
258.4,85,2971.740573
292.3,67,2971.905081
334.2,51,2971.993819
-9.5,60,2972.138113
-60.5,78,2972.29715
296.1,64,2972.432083
-114.3,21,2972.480694
311.2,67,2972.613992
-12.3,55,2972.714836
-60.3,63,2972.851724
43.0,58,2972.970486
58.7,70,2973.08088
8.6,42,2973.157859
312.2,59,2973.271655
14.6,47,2973.349028
-19.4,60,2973.530926
61.8,69,2973.682287
287.7,63,2973.792453
60.4,51,2973.874648
25.5,78,2974.012392
296.9,60,2974.162601
296.2,50,2974.281623
-75.0,44,2974.383896
-16.3,45,2974.489443
296.2,84,2976.962356
-18.4,36,2977.046376
-28.1,20,2977.105933
308.6,65,2977.25247
321.2,75,2977.42414
276.2,74,2977.572895
17.5,68,2977.696806
245.9,52,2977.790525
292.2,50,2977.879287
-4.0,68,2977.987168
42.4,34,2978.042843
57.1,55,2978.130884
290.0,68,2978.239579
66.3,83,2978.372168
307.2,60,2978.465952
6.6,51,2978.547076
0.3,51,2978.63619
66.6,59,2978.730075
53.3,37,2978.790574
-36.2,55,2978.877779
-17.1,42,2978.943167
317.2,48,2979.018501
302.2,70,2979.129022
302.2,55,2979.21822
280.1,85,2979.356268
268.7,84,2979.560039
-112.9,23,2979.649248
51.0,52,2979.802867
-34.5,54,2979.948417
282.2,61,2980.055049
297.3,72,2980.16811
3.0,61,2980.290019
312.2,66,2980.425898
287.6,65,2980.547239
-107.0,73,2980.679231
-19.5,54,2982.903069
326.0,57,2983.01203
273.9,78,2983.15207
-42.2,44,2983.246603
292.8,61,2983.359802
-65.3,28,2983.40908
296.0,56,2983.497964
-1.0,44,2983.569273
312.2,55,2983.657692
286.0,66,2983.766746
55.4,75,2983.889029
287.2,60,2983.982281
-11.8,69,2984.09106
276.0,66,2984.195257
318.5,50,2984.276387
285.0,68,2984.384897
297.3,69,2984.493337
6.3,64,2984.593703
-15.7,62,2984.692179
-47.5,48,2984.769022
-1.2,69,2984.89113
-52.6,60,2984.985046
277.9,85,2985.118982
291.1,69,2985.227515
27.4,82,2985.359334
303.9,57,2985.452553
-101.0,62,2985.555132
69.1,52,2985.640312
33.9,62,2985.738226
50.0,58,2985.83523
12.3,39,2985.898613
52.4,64,2986.000237
54.9,60,2986.099545
12.6,64,2986.206241
45.4,42,2988.522028
22.4,54,2988.615234
297.2,41,2988.680094
34.8,60,2988.779496
282.2,57,2988.869816
5.8,53,2988.955408
267.0,58,2989.058868
-42.3,37,2989.118723
10.8,72,2989.234385
337.2,58,2989.325284
-31.2,59,2989.433737
264.1,48,2989.530397
-30.8,67,2989.640136
291.2,70,2989.762237
67.8,58,2989.854786
-15.6,42,2989.927742
-18.8,32,2989.984086
50.4,40,2990.048536
-20.3,76,2990.181429
14.9,52,2990.266366
307.2,53,2990.372128
12.1,69,2990.498635
-23.9,61,2990.606273
302.2,53,2990.695289
10.9,55,2990.790461
297.2,96,2990.948954
300.6,76,2991.081993
317.2,61,2991.179491
-72.5,28,2991.226075
-77.6,26,2991.280601
6.9,52,2991.383887
-99.9,45,2991.461194
-100.0,44,2991.533167
283.8,68,2991.647379
321.2,62,2991.744085
325.8,60,2991.853532
313.4,82,2992.031823
33.7,53,2994.241175
317.2,64,2994.342062
267.6,64,2994.44282
-1.7,66,2994.547065
-108.9,47,2994.621803
8.5,65,2994.725628
27.2,67,2994.83013
332.2,51,2994.911177
288.7,66,2995.015438
-37.9,43,2995.085393
42.0,53,2995.171615
32.8,50,2995.25782
3.6,56,2995.346369
-30.3,40,2995.413206
292.2,77,2995.533869
306.3,75,2995.651533
319.7,68,2995.758111
303.4,87,2995.896814
262.6,67,2996.001298
288.0,63,2996.100306
0.1,78,2996.236294
312.1,74,2996.352464
39.9,57,2996.441892
36.8,57,2996.531999
282.2,71,2996.642886
-20.5,71,2996.754458
315.1,90,2996.898064
-133.5,43,2996.965161
29.6,78,2997.08834
-76.2,33,2997.1404
268.9,74,2997.260939
47.9,67,2997.375993
-81.8,48,2997.452252
45.5,68,2999.607318
244.6,66,2999.710443
287.2,53,2999.792644
293.0,66,2999.897049
-62.2,50,2999.97576
311.2,63,3000.074493
55.4,57,3000.164681
38.8,101,3000.327663
-13.2,16,3000.365724
-11.4,53,3000.451969
329.7,67,3000.557726
49.9,53,3000.642973
-41.2,42,3000.709793
21.0,63,3000.808133
-20.0,24,3000.846708
66.6,72,3000.959522
307.2,55,3001.04622
317.2,63,3001.149065
-66.0,32,3001.202187
-102.4,47,3001.27734
-44.5,53,3001.361248
43.4,52,3001.458835
-100.0,53,3001.541861
88.2,64,3001.642148
10.1,51,3001.722996
282.5,67,3001.828524
-23.5,64,3001.927647
-5.9,46,3002.000222
297.2,85,3002.13342
40.4,52,3002.216136
45.7,47,3002.289821
307.2,63,3002.389195
311.2,75,3002.505042
292.2,55,3002.590935
-92.0,28,3002.636234
52.4,48,3002.711266
381.2,73,3004.877624
-66.0,48,3004.952692
75.0,79,3005.075505
331.9,83,3005.208199
288.0,64,3005.308531
337.2,62,3005.408474
78.3,74,3005.524393
0.0,47,3005.611318
52.1,43,3005.680494
-7.1,73,3005.795903
-13.1,43,3005.864415
340.4,81,3005.99129
10.8,64,3006.090329
-53.2,33,3006.142558
-52.3,55,3006.230171
45.4,63,3006.32824
86.2,72,3006.442319
22.8,64,3006.543678
313.9,72,3006.657213
35.4,42,3006.724725
3.6,46,3006.798186
295.5,76,3006.915641
2.9,42,3006.981929
-107.8,82,3007.110525
10.8,46,3007.182014
265.9,69,3007.29066
70.2,56,3007.378304
0.9,71,3007.489392
-16.4,52,3007.571078
-66.1,35,3007.632092
321.6,79,3007.755812
48.1,69,3007.862273
270.2,59,3007.95429
274.4,76,3010.122325
64.5,67,3010.232878
283.0,77,3010.354815
-111.7,36,3010.412236
-93.8,84,3010.541632
-38.0,26,3010.583419
-13.9,55,3010.669325
5.4,62,3010.767242
29.2,65,3010.869458
11.4,103,3011.030233
293.5,64,3011.129621
306.2,58,3011.22313
-58.3,36,3011.28132
38.3,65,3011.392328
-11.3,52,3011.500132
322.2,60,3011.618842
-39.5,48,3011.712907
302.2,51,3011.808338
291.3,62,3011.917265
-78.6,57,3012.011105
302.2,73,3012.129809
-24.3,68,3012.254602
42.6,72,3012.377407
-45.1,29,3012.425018
2.8,70,3012.538414
257.7,55,3012.625329
-38.2,42,3012.691004
312.2,68,3012.809524
260.5,73,3012.92246
-68.1,40,3012.985312
306.2,62,3013.082218
302.2,62,3013.17764
-50.5,40,3013.243217
281.9,74,3013.359565
32.7,62,3013.456053
-72.8,29,3015.670931
324.7,67,3015.777512
45.4,48,3015.852689
282.2,53,3015.944499
-67.6,60,3016.041253
65.4,54,3016.127237
277.3,72,3016.242828
76.1,75,3016.363562
-14.6,68,3016.471314
30.5,49,3016.550783
282.2,66,3016.654447
-15.6,82,3016.784138
-77.2,45,3016.855049
3.6,41,3016.920974
292.2,54,3017.017528
307.2,61,3017.117575
292.2,49,3017.212307
290.2,53,3017.305997
281.4,82,3017.611635
32.0,74,3017.840845
289.8,63,3017.953235
-18.2,53,3018.051367
91.6,68,3018.179369
-103.2,33,3018.24174
55.4,50,3018.327706
-34.4,37,3018.389951
65.4,73,3018.515623
67.9,74,3018.640528
44.0,71,3018.762691
6.0,81,3018.889906
-36.1,34,3018.94751
322.1,77,3019.076095
47.9,72,3019.191288
30.4,40,3019.257043
290.2,65,3019.360903
298.9,74,3021.867576
30.4,33,3021.920244
-1.4,38,3021.980895
34.1,75,3022.105282
315.0,81,3022.2782
-24.4,47,3022.389661
118.9,53,3022.51139
-46.5,44,3022.655084
55.0,59,3022.815846
-18.6,52,3022.957688
-3.6,55,3023.075082
295.5,51,3023.167823
315.5,79,3023.29624
-21.7,63,3023.396386
3.7,55,3023.490397
-34.5,60,3023.596
297.1,53,3023.683565
18.6,57,3023.77738
-43.2,23,3023.815259
234.4,74,3023.937862
297.2,57,3024.032438
290.2,69,3024.152574
5.6,46,3024.231761
74.9,77,3024.364576
299.2,60,3024.458268
-36.4,65,3024.561737
3.2,73,3024.681009
-14.6,56,3024.778877
25.8,72,3024.895107
242.4,54,3024.986169
50.4,53,3025.078468
240.6,60,3025.185226
292.2,64,3025.309102
289.5,68,3025.428981
-97.2,23,3025.467602
75.4,75,3027.763704
0.6,35,3027.820092
50.8,57,3027.916502
282.2,59,3028.045039
314.0,52,3028.129947
58.2,76,3028.251456
282.2,58,3028.348094
337.2,87,3028.499237
312.2,60,3028.614682
-94.1,41,3028.68119
265.6,88,3028.823532
65.0,58,3028.948283
97.2,67,3029.054109
277.2,49,3029.131166
-22.6,43,3029.208861
279.0,79,3029.460939
-9.2,43,3029.670977
-7.4,57,3029.854573
312.2,58,3029.983912
272.2,59,3030.095947
-79.2,42,3030.168344
78.4,66,3030.290838
320.7,66,3030.4059
310.2,71,3030.52704
-6.2,53,3030.651451
-80.1,39,3030.718453
40.6,65,3030.830409
43.0,57,3030.935374
-28.2,71,3031.067678
55.1,83,3031.233374
-12.2,61,3031.337358
60.7,67,3031.453859
18.1,63,3031.553517
28.6,61,3031.648936
14.9,53,3033.970017
-26.9,58,3034.0667
-20.0,44,3034.136224
47.5,67,3034.260785
275.9,66,3034.372963
44.2,42,3034.446073
34.0,64,3034.547957
326.2,67,3034.660237
-1.4,27,3034.711622
35.2,80,3034.872186
71.4,63,3034.976749
26.2,61,3035.086246
272.3,58,3035.216816
-26.1,44,3035.353947
4.3,75,3035.516827
59.4,44,3035.608276
26.2,65,3035.731126
20.4,75,3035.862885
34.9,56,3035.963736
297.2,69,3036.082199
85.6,70,3036.204465
21.0,73,3036.322582
-36.9,49,3036.403889
-57.1,78,3036.540664
-11.7,50,3036.628675
318.1,63,3036.739134
-30.8,47,3036.827077
292.2,59,3036.934534
297.2,72,3037.056339
292.2,49,3037.139965
327.2,54,3037.234097
-80.3,55,3037.321038
278.5,70,3037.433887
55.5,75,3037.551056
26.4,35,3040.12994
294.2,56,3040.250957
283.7,69,3040.440156
302.2,77,3040.58457
-12.4,80,3040.736794
44.9,47,3040.827187
70.3,72,3041.176313
287.2,68,3041.477102
54.4,74,3041.599922
275.2,55,3041.695805
65.9,64,3041.80711
41.5,54,3041.903004
-57.4,36,3041.968574
33.6,57,3042.062895
92.0,68,3042.182175
-58.6,33,3042.24658
111.8,72,3042.387771
39.1,70,3042.502305
-31.0,52,3042.58553
-26.6,76,3042.720204
-84.2,58,3042.824902
70.5,64,3042.937015
22.4,81,3043.081212
292.2,59,3043.175154
77.7,77,3043.298929
-29.5,61,3043.428862
44.6,81,3043.599411
292.2,58,3043.717367
-31.8,63,3043.839085
267.8,90,3044.025789
287.2,56,3044.152344
310.2,52,3044.237798
296.0,58,3046.641177
330.2,74,3046.763383
24.7,72,3046.879512
-9.6,48,3046.957583
64.3,68,3047.066301
-11.4,53,3047.150994
-56.5,22,3047.187898
28.3,55,3047.281156
21.3,52,3047.365108
66.0,89,3047.505884
-48.1,41,3047.581571
6.3,62,3047.689132
46.8,66,3047.797407
305.7,71,3047.91241
305.3,65,3048.013853
-69.9,44,3048.084024
-61.9,58,3048.176654
29.2,53,3048.261976
286.4,74,3048.379447
282.7,76,3048.504191
290.4,65,3048.606774
297.2,45,3048.67888
352.5,70,3048.788266
47.1,59,3048.880144
-57.6,73,3048.99551
-15.7,45,3049.067431
290.2,74,3049.182971
5.8,55,3049.270193
-89.6,74,3049.38849
-33.4,58,3049.480263
14.1,63,3049.586929
300.7,60,3049.698762
-39.0,38,3049.762648
301.9,54,3049.848378
-45.7,37,3049.908025
334.0,85,3052.115103
29.8,66,3052.31355
15.5,70,3052.433176
0.2,55,3052.521643
304.2,75,3052.641605
-17.1,57,3052.732869
275.5,58,3052.824444
82.8,75,3052.941844
-23.3,87,3053.079518
37.7,56,3053.176272
65.4,41,3053.304929
293.2,61,3053.43639
43.9,60,3053.533118
48.1,60,3053.630317
53.8,68,3053.741919
1.5,49,3053.829683
29.1,49,3053.920243
79.3,83,3054.077021
282.2,48,3054.156746
6.1,73,3054.275016
340.2,74,3054.400657
314.2,53,3054.494174
-71.9,24,3054.537457
332.2,59,3054.635589
3.7,60,3054.730591
28.4,76,3054.871715
291.0,69,3055.010039
-82.8,72,3055.154782
-1.9,64,3055.3079
-40.2,65,3055.503554
317.2,57,3055.612525
382.7,73,3055.728412
328.9,71,3058.234591
40.3,62,3058.345539
-25.1,65,3058.473766
-14.2,38,3058.539122
-12.0,21,3058.573581
-41.4,59,3058.667503
282.7,50,3058.746831
9.0,49,3058.825699
79.9,64,3058.926698
315.7,64,3059.036514
-20.7,50,3059.116463
262.0,82,3059.248109
312.2,61,3059.343408
307.2,64,3059.445877
297.2,43,3059.513075
42.3,61,3059.614692
42.2,45,3059.701709
306.4,82,3059.853468
307.2,68,3059.974562
282.6,62,3060.092425
-50.6,50,3060.181129
307.2,70,3060.304336
43.2,76,3060.446777
-10.5,41,3060.522056
308.1,70,3060.642883
52.5,47,3060.731445
287.2,53,3060.81496
300.8,52,3060.90253
306.2,49,3060.997117
27.2,46,3061.083828
32.9,94,3061.257411
-89.6,68,3061.377254
29.9,32,3061.445715
297.2,61,3061.564392
326.2,65,3061.679315
292.2,51,3061.760235
-42.5,79,3064.526887
298.6,75,3064.657599
51.6,72,3064.768526
272.8,75,3064.913454
281.8,67,3065.03762
-111.8,77,3065.180504
279.1,63,3065.287017
307.2,93,3065.437634
2.2,48,3065.512894
56.1,77,3065.633492
35.7,102,3065.795712
-59.0,52,3065.883918
49.7,67,3065.995069
-3.8,51,3066.076027
386.0,70,3066.185785
55.4,39,3066.250502
276.0,51,3066.338929
19.9,52,3066.422127
57.2,61,3066.518327
-25.2,55,3066.605273
-23.2,65,3066.719598
321.0,62,3066.824241
24.7,62,3066.921956
55.4,63,3067.025799
-17.9,44,3067.096081
294.2,58,3067.185981
-59.7,61,3067.301941
312.4,69,3067.44326
58.9,81,3067.577146
-2.2,61,3067.672526
26.5,76,3067.792233
-20.7,44,3069.963098
68.4,51,3070.044238
-82.9,83,3070.174624
-61.9,27,3070.21851
357.2,56,3070.307674
-1.3,53,3070.395137
40.7,67,3070.50674
322.2,63,3070.605391
78.4,62,3070.703365
13.5,90,3070.844851
63.7,72,3070.957357
287.2,90,3071.097105
0.0,40,3071.160383
15.0,63,3071.261488
48.1,53,3071.345266
322.7,71,3071.45831
9.4,64,3071.574046
1.5,47,3071.649775
15.0,56,3071.739267
292.2,69,3071.848005
-91.4,58,3071.943677
301.2,87,3072.081142
-39.3,74,3072.197329
327.2,57,3072.290251
76.2,66,3072.397094
272.2,50,3072.4767
11.3,57,3072.583943
23.8,59,3072.683695
-70.0,35,3072.741809
276.9,65,3072.845258
30.2,58,3072.936415
273.1,75,3073.054352
42.1,58,3073.146568
